TIMESTAMP,U10,V10,U100,V100,POWER
20180214 22:00,-5.452459999999999,10.6254,-7.22082,15.3826,0.9803618183963491
20180214 23:00,-5.62924,10.8945,-7.4206199999999995,15.7042,0.976133654209873
20180215 00:00,-5.97581,11.1064,-7.808,16.0463,0.9789244766629499
20180215 01:00,-6.3284199999999995,11.2817,-8.32066,15.9686,0.9877956455817459
20180215 02:00,-6.88616,11.247,-9.11656,16.0204,0.987392166518402
20180215 03:00,-6.87409,11.1428,-9.166,15.8755,0.9810928520389379
20180215 04:00,-6.44505,11.2627,-8.60891,15.9984,0.987555614851643
20180215 05:00,-5.99136,11.704,-7.95355,16.4416,0.981956447876848
20180215 06:00,-6.17842,11.972000000000001,-8.09785,16.7881,0.9833493140294158
20180215 07:00,-6.35836,11.8816,-8.39484,16.6015,0.985541218130991
20180215 08:00,-6.14845,11.594000000000001,-8.054960000000001,16.1075,0.98384768366404
20180215 09:00,-6.0077300000000005,11.8901,-7.7870800000000004,16.4043,0.98478830191841
20180215 10:00,-5.17101,12.7469,-6.73619,17.1069,0.990437661150899
20180215 11:00,-4.34124,12.9626,-5.55869,17.1201,0.9851445988384829
20180215 12:00,-3.9426099999999997,12.4025,-4.9972,16.5433,0.97435945097352
20180215 13:00,-2.71447,12.0231,-3.21864,15.9984,0.970479051890479
20180215 14:00,-2.2966900000000003,11.4371,-2.8359099999999997,14.997,0.9511321088832241
20180215 15:00,-0.424267,10.5225,-0.322398,14.36,0.9155721637108891
20180215 16:00,0.450892,9.94922,0.9403219999999999,13.5699,0.9036523451008409
20180215 17:00,4.57442,5.4816400000000005,7.63975,6.40664,0.8527959315182979
20180215 18:00,7.977010000000001,1.12925,11.2823,1.0556299999999998,0.658975951715839
20180215 19:00,8.231630000000001,1.5743200000000002,11.5454,1.7845799999999998,0.547376069873045
20180215 20:00,7.31612,2.74465,10.3575,3.35996,0.679287131787495
20180215 21:00,7.5114399999999995,3.02075,10.6305,3.71694,0.700490315729281
20180215 22:00,7.34167,2.27385,10.439,2.6318099999999998,0.505493313671001
20180215 23:00,7.54462,2.04575,10.7379,2.28725,0.6904366226255689
20180216 00:00,7.66781,1.59904,10.8503,1.6837099999999998,0.199288042571207
20180216 01:00,6.34808,1.70302,9.153939999999999,1.82318,0.42842202168930704
20180216 02:00,6.8085,2.00331,9.75826,2.21457,0.622535881959718
20180216 03:00,6.80238,2.06069,9.75865,2.30413,0.6731358556975551
20180216 04:00,6.924589999999999,2.03127,9.94575,2.31589,0.714914392744897
20180216 05:00,7.44232,1.8317900000000003,10.550999999999998,2.0419400000000003,0.7151481181297741
20180216 06:00,7.5913,1.60094,10.7007,1.68238,0.700303461531043
20180216 07:00,7.36821,2.10493,10.4291,2.37952,0.672539905156714
20180216 08:00,8.6482,1.34606,11.8568,1.4238,0.838227473991123
20180216 09:00,8.99995,0.93224,12.2907,0.8371860000000001,0.843484659650437
20180216 10:00,8.85985,0.0732335,11.9354,-0.33981500000000003,0.748106252213896
20180216 11:00,9.30492,-0.769258,12.475999999999999,-1.50475,0.6092467103609941
20180216 12:00,8.27422,-1.58067,11.1022,-2.55002,0.715696883895108
20180216 13:00,8.22068,-1.5229,11.038,-2.44178,0.660148528439326
20180216 14:00,8.85089,-2.23825,12.0125,-3.3736900000000003,0.619008874759219
20180216 15:00,7.69918,-2.3820900000000003,10.4973,-3.64435,0.518114351313444
20180216 16:00,6.8947899999999995,-1.8826599999999998,9.62628,-3.0859900000000002,0.395150780930084
20180216 17:00,6.80098,-1.50135,9.52175,-2.59092,0.367899228171627
20180216 18:00,6.29854,-1.39081,8.85597,-2.4941400000000002,0.35951129417205496
20180216 19:00,6.08411,-1.2092399999999999,8.582180000000001,-2.2819599999999998,0.145800081333846
20180216 20:00,5.80679,-1.0140799999999999,8.27117,-1.9902400000000002,0.38373845490151004
20180216 21:00,5.52286,-0.8567819999999999,7.96638,-1.7884400000000003,0.36432169267972797
20180216 22:00,5.33833,-0.4689,7.70637,-1.26871,0.252184234635937
20180216 23:00,5.150469999999999,0.354052,7.559819999999999,-0.0875909,0.209937099756286
20180217 00:00,5.1706900000000005,0.400569,7.6111699999999995,0.017738,0.27482058340651394
20180217 01:00,4.00467,0.185058,6.16311,-0.452797,0.0
20180217 02:00,3.51323,0.0519443,5.41679,-0.7353270000000001,0.0243644503480221
20180217 03:00,3.20819,0.420498,4.81867,-0.516254,0.0132293781200402
20180217 04:00,2.81561,0.28125500000000003,4.09997,-0.8440700000000001,0.0548139978480525
20180217 05:00,2.23881,0.550687,3.13931,-0.546555,0.0421460746654992
20180217 06:00,1.60395,1.3301100000000001,2.3500099999999997,0.396537,0.0355947851728426
20180217 07:00,1.37121,1.5461799999999999,2.26537,0.982981,0.0133617833861703
20180217 08:00,1.1377899999999999,1.52567,2.2571,1.45211,0.0139123956891435
20180217 09:00,1.53566,2.20284,2.68315,2.68912,0.00442527876875113
20180217 10:00,2.70161,2.80432,3.6958699999999998,3.6618800000000005,0.006797572901384221
20180217 11:00,2.44477,2.80795,3.14133,3.79675,0.009366674738653321
20180217 12:00,2.08511,3.21008,2.62858,4.0049,0.0175404942507267
20180217 13:00,1.35606,3.3789999999999996,1.5986200000000002,4.17068,0.0247389817527203
20180217 14:00,0.558146,3.22453,0.409119,3.9636400000000003,0.0441260014232743
20180217 15:00,1.00653,2.67423,1.0307,3.46255,0.0716249204161836
20180217 16:00,0.9613079999999999,2.38702,1.4617,3.55535,0.10512334833508098
20180217 17:00,0.159352,3.13289,1.2163899999999999,4.54586,0.0888601654632239
20180217 18:00,0.7861020000000001,3.2481,2.01852,4.72814,0.137617752606948
20180217 19:00,0.648893,3.50452,1.98295,4.747269999999999,0.277043055522073
20180217 20:00,0.00552517,3.96806,1.11497,5.54093,0.308793176032086
20180217 21:00,0.498276,4.32408,1.5277100000000001,6.16461,0.255327565158059
20180217 22:00,0.718612,4.5408,1.66035,6.55031,0.21250189315637902
20180217 23:00,1.0018799999999999,4.844469999999999,1.97275,7.003610000000001,0.37432468595531104
20180218 00:00,0.7002,5.23545,1.6165200000000002,7.69347,0.560284100302559
20180218 01:00,0.47003,5.43867,1.50642,7.81875,0.582500001734043
20180218 02:00,0.674362,5.89354,1.7219799999999998,8.39643,0.5264129693135979
20180218 03:00,1.30544,5.9846900000000005,2.5425,8.44491,0.572273041652916
20180218 04:00,1.34467,6.641089999999999,2.51572,9.06659,0.6209568450169921
20180218 05:00,1.50196,6.736269999999999,2.71904,9.23829,0.684115689667569
20180218 06:00,1.6370799999999999,6.57517,2.87384,9.12251,0.606451444089197
20180218 07:00,2.15147,6.73337,3.57115,9.18564,0.540155494432128
20180218 08:00,2.3698,6.89106,3.78971,9.27937,0.5096632689949411
20180218 09:00,2.27415,7.001360000000001,3.61905,9.41827,0.497691819897839
20180218 10:00,2.0847599999999997,7.0900300000000005,3.1760200000000003,9.32782,0.463312373388325
20180218 11:00,2.10359,7.10942,3.13639,9.24472,0.46464219390429706
20180218 12:00,2.03038,6.9337100000000005,3.04599,9.04718,0.44448404466714203
20180218 13:00,2.08619,6.69756,3.0302599999999997,8.62962,0.377048072541553
20180218 14:00,2.09091,6.435230000000001,3.0026900000000003,8.163960000000001,0.38867299925972904
20180218 15:00,2.14253,5.95335,3.2134099999999997,7.6967,0.360365673622007
20180218 16:00,2.19398,5.56995,3.5067800000000005,7.451739999999999,0.36111141752752507
20180218 17:00,1.96995,5.4503699999999995,3.3035400000000004,7.43238,0.337844322659737
20180218 18:00,2.26953,4.73539,3.62741,6.51727,0.32664875645576397
20180218 19:00,1.8605599999999998,4.4850900000000005,3.2166,6.13354,0.193762062349413
20180218 20:00,1.77388,4.397469999999999,3.21437,5.96387,0.26789908442878
20180218 21:00,1.78152,4.21661,3.29345,5.81433,0.241404535065183
20180218 22:00,2.0373900000000003,4.0162,3.6173,5.46927,0.225209980468063
20180218 23:00,2.1598900000000003,4.02923,3.9993800000000004,5.3395,0.131707810598335
20180219 00:00,2.50421,3.9115,4.5038800000000005,5.2041900000000005,0.15935577314228197
20180219 01:00,1.52034,3.3071099999999998,3.2725400000000002,4.24951,0.16426144529272302
20180219 02:00,0.529913,3.01511,2.21717,4.11156,0.0572241559035754
20180219 03:00,0.7414689999999999,3.26967,2.4846,4.64184,0.160177444358207
20180219 04:00,1.49783,3.3403699999999996,3.2213700000000003,4.48588,0.175501814226938
20180219 05:00,1.65402,3.25457,3.33296,4.38049,0.136503795409336
20180219 06:00,1.4698799999999999,2.94685,3.14537,3.80352,0.085042415649131
20180219 07:00,1.3324,2.75814,2.95371,3.4920699999999996,0.0791220971655262
20180219 08:00,0.849872,2.79586,2.36525,3.4421,0.0794674012607687
20180219 09:00,0.45888,2.97677,1.4355,3.4786699999999997,0.106770607535345
20180219 10:00,0.9129520000000001,3.2779599999999998,1.8767200000000002,3.9966699999999995,0.105665278079828
20180219 11:00,1.23307,3.11544,1.9816799999999999,3.8441699999999996,0.0377725172193016
20180219 12:00,1.40701,2.99534,2.05614,3.7584199999999996,0.0385806623596699
20180219 13:00,1.48174,2.53598,2.0124400000000002,3.20185,0.0213498674564766
20180219 14:00,1.52017,1.7144,2.0158400000000003,2.2823599999999997,0.00752941434235355
20180219 15:00,0.5190170000000001,0.5740970000000001,0.9663870000000001,1.0339,0.0008640044245472769
20180219 16:00,-0.385409,0.275368,-0.0005216,0.436723,0.000340994709887595
20180219 17:00,-0.852564,0.585414,-0.338248,0.41571899999999995,0.0061098158871068
20180219 18:00,-1.5550899999999999,0.0658827,-1.41194,-0.00474072,0.008714508343894709
20180219 19:00,-1.7844,-0.299556,-2.1093,-0.451478,0.0152892269022212
20180219 20:00,-1.68639,-1.07943,-2.53334,-1.4350399999999999,0.0171417685094024
20180219 21:00,-2.56954,-1.9946099999999998,-3.67829,-2.21266,0.0916769480154789
20180219 22:00,-3.7668800000000005,-2.3334200000000003,-5.45535,-2.51741,0.0997037057844036
20180219 23:00,-4.0448,-1.3932200000000001,-6.10732,-1.62342,0.11534510831063499
20180220 00:00,-3.5405599999999997,-1.46497,-5.24104,-1.7367599999999999,0.130225842600396
20180220 01:00,-3.68059,-1.7351900000000002,-5.45483,-1.9117,0.17462701317206603
20180220 02:00,-3.4022900000000003,-1.48967,-4.98528,-1.38111,0.18727094542043202
20180220 03:00,-3.7110199999999995,-1.4709299999999998,-5.07837,-1.3786399999999999,0.0646715757438749
20180220 04:00,-4.03444,-0.726395,-5.0967400000000005,-0.487274,0.0394726953245386
20180220 05:00,-3.65573,0.27889,-4.4130400000000005,0.579966,0.042090730201002
20180220 06:00,-3.5179400000000003,1.00223,-4.19805,1.24957,0.0419372094674131
20180220 07:00,-3.4882699999999995,1.68554,-4.130330000000001,2.06621,0.0451583709958494
20180220 08:00,-3.5717,2.276,-4.0786,2.7137700000000002,0.0909642440892353
20180220 09:00,-3.46795,1.7896,-3.9443099999999998,2.00929,0.19821687510863897
20180220 10:00,-3.57177,1.97376,-4.17696,2.23425,0.19665758897969102
20180220 11:00,-3.4268699999999996,2.50413,-4.0827800000000005,2.91931,0.232030277280329
20180220 12:00,-3.2842800000000003,2.28088,-4.01746,2.72483,0.18566093865970199
20180220 13:00,-3.4060300000000003,2.15705,-4.190840000000001,2.55552,0.18850827077441
20180220 14:00,-3.4969900000000003,2.0878099999999997,-4.32425,2.44698,0.0699171340766396
20180220 15:00,-2.537,1.4122,-3.3271599999999997,1.74882,0.0903961562161556
20180220 16:00,-2.0627400000000002,0.472196,-3.32001,1.00584,0.0308583032191595
20180220 17:00,-2.23578,-0.110866,-3.75336,0.678682,0.0391153121911244
20180220 18:00,-2.50238,-0.299361,-4.43117,0.5258229999999999,0.0678670039920743
20180220 19:00,-2.75189,-0.313344,-4.62628,0.620542,0.125211276305483
20180220 20:00,-2.66267,-0.21687199999999998,-4.19051,0.718804,0.0953197942341584
20180220 21:00,-2.766,-0.20239300000000002,-3.8738300000000003,0.718058,0.0527442817046607
20180220 22:00,-2.72211,0.642654,-3.7850099999999998,1.7592700000000001,0.0694878226869862
20180220 23:00,-2.4506900000000003,1.06577,-3.2309900000000003,2.51475,0.06932850459701201
20180221 00:00,-2.14954,1.0645799999999999,-2.7377700000000003,2.59844,0.045651842973942
20180221 01:00,-2.54814,0.662967,-3.79406,1.8388099999999998,0.0425125236888167
20180221 02:00,-2.3066299999999997,0.9492659999999999,-3.17117,2.25181,0.0468974191461018
20180221 03:00,-1.97173,1.06223,-2.3784799999999997,2.49327,0.0486441265198849
20180221 04:00,-1.45715,0.635717,-1.05415,1.8257900000000002,0.00258572696531253
20180221 05:00,-1.4358,0.7311979999999999,-0.6518149999999999,1.65504,0.00569049746535954
20180221 06:00,-0.8921879999999999,1.15121,0.10475799999999999,1.8019999999999998,0.00648403954955711
20180221 07:00,-0.653207,1.61174,0.328369,2.02062,0.00257661538698764
20180221 08:00,-0.358469,1.6234600000000001,0.354369,2.04185,0.0008073246491817709
20180221 09:00,0.271977,1.52491,0.563467,1.7273,0.0021078415945187602
20180221 10:00,0.73548,1.60523,0.8415469999999999,1.7264700000000002,0.00419876233648403
20180221 11:00,1.31257,1.3259100000000001,1.39047,1.42595,0.0393787481091412
20180221 12:00,1.8517700000000001,1.01061,1.98353,1.10758,0.073623679763666
20180221 13:00,2.05088,0.710508,2.23984,0.75985,0.10974299656072199
20180221 14:00,1.7430900000000003,0.603403,1.9069900000000002,0.6187739999999999,0.122807045597755
20180221 15:00,1.4830299999999998,0.83457,1.6767900000000002,0.873341,0.11933047968543699
20180221 16:00,1.42395,1.07786,1.7882,1.141,0.143289683379081
20180221 17:00,1.9401700000000002,1.2482600000000001,2.1434900000000003,1.19527,0.180253621513291
20180221 18:00,2.42469,1.15226,2.71835,1.0579100000000001,0.186369183860125
20180221 19:00,2.40522,1.31102,2.87459,1.29155,0.24852103656768804
20180221 20:00,2.43103,1.48926,2.86689,1.41541,0.293750803116544
20180221 21:00,2.63882,1.7745099999999998,3.17958,1.8297,0.216394065416151
20180221 22:00,3.16106,1.31079,4.0374300000000005,1.39573,0.18642387812806197
20180221 23:00,3.71262,0.7127439999999999,4.95714,0.72914,0.172651334709935
20180222 00:00,3.92625,0.48829300000000003,5.24797,0.37557199999999996,0.14527074965323403
20180222 01:00,4.05593,-1.38439,5.9667900000000005,-2.2451,0.0804452332118587
20180222 02:00,3.35411,-1.8943400000000001,4.90223,-2.92835,0.0361268137475018
20180222 03:00,2.72368,-2.6032599999999997,3.89627,-3.7852300000000003,0.0061863533817799205
20180222 04:00,1.28548,-2.62417,2.17457,-3.8816599999999997,0.0177982278295428
20180222 05:00,-0.08002949999999999,-2.14473,0.370207,-3.4300800000000002,0.0263628037576669
20180222 06:00,-1.26471,-0.9691860000000001,-1.13,-2.18614,0.0733015006058404
20180222 07:00,-1.6590599999999998,0.254276,-1.9937799999999999,-0.43968500000000005,0.0975822545598894
20180222 08:00,-1.9072200000000001,0.45406899999999994,-2.52739,0.766067,0.0402096494100625
20180222 09:00,-1.9471900000000002,-0.0266562,-2.67921,0.499796,0.136919607757452
20180222 10:00,-2.67767,-0.336071,-3.19588,-0.132827,0.11273017955109499
20180222 11:00,-2.4487200000000002,-0.111749,-3.12019,-0.048068,0.077804900802293
20180222 12:00,-2.20398,0.069849,-2.72322,0.0838709,0.0768383228766607
20180222 13:00,-2.12194,0.552767,-2.79813,0.592691,0.0733525473075674
20180222 14:00,-1.92851,0.894753,-2.8084,1.01,0.0904439123944472
20180222 15:00,-2.08823,0.811868,-3.07933,1.01908,0.15297270290717702
20180222 16:00,-2.3152,0.569485,-3.51346,0.9949819999999999,0.16640206628738097
20180222 17:00,-2.83596,1.64658,-4.17551,2.7627200000000003,0.0509432388146411
20180222 18:00,-2.7690900000000003,2.14452,-4.21077,3.45842,0.0316605196153696
20180222 19:00,-3.3665300000000005,2.08665,-4.8703,3.6918800000000003,0.0949458103799353
20180222 20:00,-3.5328199999999996,2.15275,-4.897419999999999,3.75775,0.0860110288528175
20180222 21:00,-3.68054,1.5663,-5.16138,3.0321700000000003,0.107076539349742
20180222 22:00,-3.7497800000000003,1.7649700000000001,-5.19987,3.22824,0.16615096324001402
20180222 23:00,-3.5427699999999995,2.04202,-4.79864,3.6181699999999997,0.121061625805682
20180223 00:00,-3.3871599999999997,2.25375,-4.54446,3.96904,0.0842763691041933
20180223 01:00,-3.4960400000000003,1.5120799999999999,-4.68216,2.68644,0.10929656733101402
20180223 02:00,-3.19461,1.0815700000000001,-4.1708,2.26852,0.116175648611774
20180223 03:00,-3.11875,0.9272819999999999,-4.00031,2.20377,0.0903590414604424
20180223 04:00,-3.00873,1.047,-3.82996,2.42892,0.11536916981827099
20180223 05:00,-2.74522,0.82263,-3.41733,2.16803,0.10658641412250301
20180223 06:00,-2.6371,0.9765799999999999,-3.19991,2.25543,0.0546360765325346
20180223 07:00,-2.49065,1.49616,-2.94408,2.7732099999999997,0.0580523574203918
20180223 08:00,-2.2428,2.01752,-2.53171,3.0884099999999997,0.0
20180223 09:00,-2.01839,2.36545,-2.2305599999999997,2.85509,0.0674139615863187
20180223 10:00,-1.8801,2.62775,-2.10075,2.9997700000000003,0.0471049955953251
20180223 11:00,-1.3771200000000001,2.74376,-1.60398,3.03123,0.0523879843821969
20180223 12:00,-0.785037,2.55028,-1.00994,2.76015,0.0888565264486811
20180223 13:00,-0.49545200000000006,2.08017,-0.716155,2.23489,0.0451264092612219
20180223 14:00,-0.229346,1.5875,-0.484788,1.6657400000000002,0.0427185092661608
20180223 15:00,0.378848,0.823477,0.180883,0.832926,0.0381466509740424
20180223 16:00,0.797657,-1.13963,0.42556000000000005,-1.2588700000000002,0.0187241354371236
20180223 17:00,0.0165672,-3.12855,-0.434856,-3.6152300000000004,0.00989601881564673
20180223 18:00,-1.72901,-3.08307,-3.3383,-3.43555,0.0226583321481093
20180223 19:00,-3.40611,-0.8492940000000001,-5.3977900000000005,-0.11127999999999999,0.0753198035152932
20180223 20:00,-3.0487900000000003,0.9170379999999999,-4.59061,2.27523,0.104029169542545
20180223 21:00,-2.8172200000000003,1.0713,-4.42381,2.34706,0.0690256988500712
20180223 22:00,-2.90234,0.74628,-4.48798,1.98975,0.0794693848950804
20180223 23:00,-2.94381,0.9537100000000001,-4.2857,2.25945,0.125976878510099
20180224 00:00,-2.9542200000000003,0.976497,-4.13705,2.28416,0.167016138406679
20180224 01:00,-3.7374699999999996,0.7771560000000001,-5.1227599999999995,1.6724700000000001,0.128589468498406
20180224 02:00,-3.99241,-0.285072,-5.49015,0.029320699999999998,0.163347816921432
20180224 03:00,-4.33639,-0.410231,-5.86857,-0.213684,0.114310504147928
20180224 04:00,-4.61642,-0.147563,-6.0974699999999995,0.11362799999999999,0.0782963192991523
20180224 05:00,-5.04676,0.556715,-6.350280000000001,0.9767809999999999,0.0948542493536826
20180224 06:00,-6.03717,1.75983,-7.6491,2.28119,0.267070956510409
20180224 07:00,-6.1014,2.2401400000000002,-7.700360000000001,2.8483400000000003,0.212482858066868
20180224 08:00,-6.0098199999999995,2.02867,-7.576569999999999,2.61951,0.35047429273429404
20180224 09:00,-6.53846,1.99394,-8.00862,2.4275,0.26686766374100396
20180224 10:00,-6.3452,1.6785599999999998,-7.703689999999999,2.0138,0.233097100207394
20180224 11:00,-5.92747,1.53695,-7.173310000000001,1.82613,0.311678607257962
20180224 12:00,-5.55832,1.3005,-6.67692,1.54158,0.431038674058377
20180224 13:00,-5.6546400000000006,1.12669,-6.8211699999999995,1.3061399999999999,0.40429149939629494
20180224 14:00,-5.56429,0.8053020000000001,-6.68698,0.951793,0.42994685879398703
20180224 15:00,-5.87035,0.334806,-7.11982,0.44050900000000004,0.317241446592487
20180224 16:00,-5.888240000000001,-0.31095,-7.449089999999999,-0.28430700000000003,0.34509100543591403
20180224 17:00,-5.98763,-0.584571,-7.87268,-0.5687810000000001,0.21734167545751798
20180224 18:00,-5.85376,-0.54188,-7.93363,-0.507895,0.12473703142383401
20180224 19:00,-5.29444,-0.7813399999999999,-7.29749,-0.7772640000000001,0.114372436338665
20180224 20:00,-4.86267,-0.8906370000000001,-6.7446399999999995,-0.835791,0.143406519878676
20180224 21:00,-4.60533,-0.6674829999999999,-6.31656,-0.436709,0.29587604852526395
20180224 22:00,-4.2743,-0.6961579999999999,-5.819459999999999,-0.24889699999999998,0.17455754076093902
20180224 23:00,-4.21897,-0.569914,-5.76931,-0.08747769999999999,0.18011348598251603
20180225 00:00,-4.2227,-0.36980599999999997,-5.76419,0.10783,0.166894126257417
20180225 01:00,-3.9325300000000003,-0.232702,-5.21194,0.19205999999999998,0.170405947599977
20180225 02:00,-3.83745,-0.524461,-5.09321,-0.275729,0.17306883924742003
20180225 03:00,-3.6631,-0.362865,-4.8592699999999995,-0.16442400000000001,0.124251863162576
20180225 04:00,-3.7226199999999996,-0.8474860000000001,-4.90457,-0.8909100000000001,0.152759019958591
20180225 05:00,-3.69276,-1.08722,-4.83683,-1.35658,0.127923137000921
20180225 06:00,-3.5037800000000003,-1.17083,-4.540769999999999,-1.51158,0.0792064247161597
20180225 07:00,-3.2148,-1.43836,-4.0972,-1.7940099999999999,0.0773331307768551
20180225 08:00,-3.55556,-2.19543,-4.354369999999999,-2.6546,0.10485898234036001
20180225 09:00,-3.48475,-2.27507,-4.162380000000001,-2.5865,0.323266589660981
20180225 10:00,-3.91815,-2.84234,-4.7096599999999995,-3.24675,0.205871171685466
20180225 11:00,-4.16965,-2.8769299999999998,-5.05567,-3.2648599999999997,0.197945763080358
20180225 12:00,-4.95303,-3.4119699999999997,-5.96542,-3.95791,0.361977836326261
20180225 13:00,-4.90451,-3.3698,-5.94286,-3.9507199999999996,0.43144637647204204
20180225 14:00,-5.87293,-3.5464,-7.1070199999999994,-4.1909,0.595774151662583
20180225 15:00,-5.68205,-3.69,-6.894660000000001,-4.44571,0.49056691277137304
20180225 16:00,-5.659590000000001,-4.17627,-7.054889999999999,-5.1497,0.35897688859177
20180225 17:00,-6.0301599999999995,-4.46849,-7.75224,-5.69573,0.14996481912892598
20180225 18:00,-6.46333,-3.98014,-8.3443,-5.08819,0.252145859895018
20180225 19:00,-6.350140000000001,-3.8192699999999995,-8.18976,-4.75641,0.231058979547603
20180225 20:00,-6.3114099999999995,-3.46889,-8.06334,-4.22622,0.138935862444441
20180225 21:00,-5.90146,-3.7964800000000003,-7.5975,-4.7263,0.132773091594691
20180225 22:00,-5.24477,-4.49976,-6.7789600000000005,-5.63974,0.203745442635839
20180225 23:00,-4.83868,-5.07029,-6.302230000000001,-6.343459999999999,0.21656894047271802
20180226 00:00,-5.45747,-5.1387,-7.011080000000001,-6.44992,0.18050963855664603
20180226 01:00,-5.91846,-5.4919400000000005,-7.713419999999999,-7.0082,0.17475708867005899
20180226 02:00,-6.02842,-5.44753,-7.8279,-6.88232,0.18263291772056603
20180226 03:00,-5.71255,-5.30776,-7.4352,-6.711069999999999,0.12120727012544999
20180226 04:00,-5.49908,-4.87436,-7.182519999999999,-6.252999999999999,0.12349087084403301
20180226 05:00,-5.04344,-5.01363,-6.6059,-6.50575,0.16820734515246
20180226 06:00,-4.69961,-5.53766,-6.09403,-7.17329,0.188418286817333
20180226 07:00,-4.81406,-5.998069999999999,-6.24525,-7.68946,0.23854013085370002
20180226 08:00,-4.5567,-5.74946,-5.82417,-7.218439999999999,0.280006016258054
20180226 09:00,-4.4001,-5.76331,-5.474819999999999,-6.91418,0.267415914457449
20180226 10:00,-4.3016,-5.55962,-5.30687,-6.57724,0.330148679368879
20180226 11:00,-4.46761,-5.436030000000001,-5.52838,-6.33237,0.30888712621194897
20180226 12:00,-4.5671800000000005,-5.24343,-5.57306,-6.10879,0.40543876578700105
20180226 13:00,-3.97298,-6.03254,-4.90041,-6.93203,0.294461758122208
20180226 14:00,-4.116709999999999,-5.63436,-5.04459,-6.57685,0.16650148952278698
20180226 15:00,-4.87526,-4.805630000000001,-5.96056,-5.707380000000001,0.265259560304288
20180226 16:00,-5.38662,-4.64128,-6.73245,-5.7298599999999995,0.0
20180226 17:00,-5.40829,-3.89511,-6.96762,-5.09291,0.0831367424226138
20180226 18:00,-4.85576,-3.9644800000000004,-6.42146,-5.29455,0.12149212201303
20180226 19:00,-5.0572099999999995,-4.3894,-6.6238399999999995,-5.77803,0.16743633888120998
20180226 20:00,-4.94537,-4.74256,-6.46253,-6.18464,0.23620567511729698
20180226 21:00,-4.58975,-4.85911,-6.01526,-6.30235,0.229344553613934
20180226 22:00,-4.72774,-4.72427,-6.22297,-6.14043,0.19897956207307502
20180226 23:00,-4.93625,-4.5583599999999995,-6.55415,-5.8792800000000005,0.211799940025295
20180227 00:00,-5.27819,-4.29611,-7.013139999999999,-5.52099,0.194932583740095
20180227 01:00,-6.0835,-4.15972,-7.94188,-5.34034,0.20204323114276604
20180227 02:00,-6.354509999999999,-4.114809999999999,-8.14268,-5.265280000000001,0.13824276567698598
20180227 03:00,-6.36696,-4.4523,-8.141539999999999,-5.666869999999999,0.16929289641697598
20180227 04:00,-5.87689,-4.84042,-7.511189999999999,-6.23449,0.196330021359404
20180227 05:00,-5.77867,-5.64583,-7.3303899999999995,-7.216,0.23125621281087197
20180227 06:00,-5.73269,-5.90115,-7.412710000000001,-7.55456,0.23063292420317602
20180227 07:00,-5.9734,-6.165080000000001,-7.679810000000001,-7.860689999999999,0.319652122121739
20180227 08:00,-6.13232,-6.52294,-7.8152,-8.16789,0.454185244420844
20180227 09:00,-8.37722,-6.24589,-10.4148,-7.70282,0.589828215299332
20180227 10:00,-8.83543,-5.82469,-11.045,-7.193239999999999,0.431820361630903
20180227 11:00,-8.406260000000001,-5.8623,-10.4993,-7.24395,0.774712959417188
20180227 12:00,-7.87851,-5.67178,-9.78267,-6.8719,0.727892562789317
20180227 13:00,-8.06193,-4.9306,-10.0037,-6.00586,0.6393526621191711
20180227 14:00,-8.62803,-4.3115,-10.718,-5.30615,0.643003143557308
20180227 15:00,-9.13493,-4.1523699999999995,-11.4382,-5.14776,0.845276590552543
20180227 16:00,-9.92892,-4.41833,-12.7487,-5.49935,0.804764146087163
20180227 17:00,-9.82104,-4.911580000000001,-12.9277,-6.14059,0.808761346723383
20180227 18:00,-10.3317,-4.41673,-13.5688,-5.55523,0.8284166436103689
20180227 19:00,-10.1558,-4.31005,-13.4396,-5.39173,0.782647022985637
20180227 20:00,-9.6775,-3.4412300000000005,-12.7395,-4.18291,0.813932670356563
20180227 21:00,-9.52745,-2.62249,-12.5421,-3.13246,0.812576946618468
20180227 22:00,-9.88604,-2.38896,-12.9402,-2.90807,0.8237616267429809
20180227 23:00,-9.78599,-2.5508900000000003,-12.8354,-3.13206,0.71572052656849
20180228 00:00,-9.318719999999999,-3.01503,-12.1785,-3.7022,0.6680813735191761
20180228 01:00,-9.661769999999999,-4.70009,-12.5543,-5.88857,0.6103822491104399
20180228 02:00,-9.2282,-4.73771,-12.057,-5.8843,0.6484716306106949
20180228 03:00,-9.02453,-4.58298,-11.7143,-5.68856,0.627074279791368
20180228 04:00,-8.83341,-4.53862,-11.5337,-5.692130000000001,0.691779683562396
20180228 05:00,-8.79444,-4.38949,-11.4287,-5.49603,0.717253200672871
20180228 06:00,-8.433489999999999,-4.65725,-10.966,-5.84368,0.6749710444911801
20180228 07:00,-8.1123,-4.69905,-10.5464,-5.876930000000001,0.6749430585167061
20180228 08:00,-7.97382,-4.63023,-10.3092,-5.66029,0.687156773559221
20180228 09:00,-8.04782,-3.6501099999999997,-10.0839,-4.23808,0.667963480507406
20180228 10:00,-9.43515,-2.94382,-11.6767,-3.5024800000000003,0.625024859729068
20180228 11:00,-8.714310000000001,-2.25704,-10.7932,-2.68476,0.7121097857800609
20180228 12:00,-9.3998,-2.1171,-11.7056,-2.4790799999999997,0.7314180852210981
